,idcliente,genero,aposentado,casado,dependentes,mesescomocliente,servicotelefone,multiplaslinhas,servicointernet,servicosegurancaonline,servicobackuponline,protecaoequipamento,servicosuportetecnico,servicostreamingtv,servicofilmes,tipocontrato,faturadigital,formapagamento,valormensal,totalgasto,churn
142,9926-PJHDQ,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,76.8,5468.45,Nao
143,0334-GDDSO,Masculino,1,Nao,Nao,3,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.35,233.7,Sim
144,2371-KFUOG,Masculino,0,Nao,Nao,58,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Nao,DebitoAutomatico,99.15,5720.95,Nao
145,4634-JLRJT,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.35,20.35,Nao
146,5886-VLQVU,Masculino,0,Sim,Nao,35,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Sim,DebitoAutomatico,89.85,3161.2,Nao
147,3194-ORPIK,Feminino,0,Sim,Sim,50,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,84.4,4116.15,Sim
148,6048-NJXHX,Masculino,0,Sim,Nao,41,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoEletronico,19.75,899.45,Nao
149,7860-KSUGX,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Nao,CartaoCredito,64.45,4720.0,Nao
150,2925-MXLSX,Feminino,0,Nao,Nao,30,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,CartaoCredito,68.95,2038.7,Nao
151,2933-FILNV,Feminino,0,Sim,Sim,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,24.4,36.55,Sim
152,7758-XKCBS,Masculino,0,Nao,Nao,15,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,29.7,438.25,Sim
153,2027-DNKIV,Masculino,0,Sim,Sim,37,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Anual,Sim,BoletoImpresso,58.75,2203.1,Nao
154,4751-ERMAN,Masculino,0,Sim,Sim,72,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,75.4,5480.25,Nao
155,8224-KDLKN,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.0,1738.9,Nao
156,7929-SKFGK,Masculino,0,Sim,Nao,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,114.3,8244.3,Nao
157,8329-IBCTI,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.65,19.65,Sim
158,5016-IBERQ,Masculino,0,Sim,Nao,23,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,84.25,1968.1,Nao
159,5405-ZMYXQ,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,74.6,548.9,Nao
160,7841-TZDMQ,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,46.0,84.5,Sim
161,9754-CLVZW,Feminino,0,Sim,Sim,26,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,CartaoCredito,38.85,1025.15,Nao
162,9503-XJUME,Masculino,0,Nao,Sim,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.65,928.4,Nao
163,3298-QEICA,Feminino,0,Sim,Sim,23,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,34.6,813.45,Nao
164,9420-LOJKX,Feminino,0,Nao,Nao,15,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,99.1,1426.4,Sim
165,3391-JSQEW,Masculino,0,Sim,Nao,40,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,50.15,2058.5,Nao
166,4939-KYYPY,Masculino,0,Nao,Nao,27,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,59.45,1611.65,Nao
167,2061-VVFST,Feminino,0,Sim,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.5,805.2,Nao
168,6480-YAGIY,Masculino,0,Nao,Nao,45,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,112.2,5031.85,Nao
169,0330-IVZHA,Feminino,0,Sim,Nao,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,69.95,330.15,Sim
170,7161-DFHUF,Feminino,0,Sim,Nao,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,23.85,1672.1,Nao
171,1260-TTRXI,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,54.3,195.3,Sim
172,8577-QSOCG,Feminino,0,Sim,Sim,38,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,20.2,746.05,Nao
173,8963-JLGJT,Masculino,0,Nao,Sim,3,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,55.9,157.55,Nao
174,3266-FTKHB,Masculino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.15,343.45,Nao
175,6122-LJADA,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,90.15,6237.05,Nao
176,8710-YGLWG,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,44.9,44.9,Nao
177,6463-HHXJR,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Nao,2 anos,Nao,DebitoAutomatico,100.5,7030.65,Nao
178,9576-SYUHJ,Masculino,0,Nao,Nao,37,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.15,3369.25,Nao
179,9289-LBQVU,Masculino,0,Sim,Nao,64,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Anual,Sim,BoletoImpresso,70.15,4480.7,Nao
180,2207-QPJED,Feminino,1,Sim,Nao,37,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,90.0,3371.75,Nao
181,6990-YNRIO,Masculino,0,Sim,Sim,65,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,108.65,6937.95,Sim
182,0489-WMEMG,Feminino,0,Nao,Sim,23,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,49.45,1119.35,Nao
183,2189-UXTKY,Feminino,0,Sim,Nao,22,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,79.2,1742.75,Sim
184,7105-MXJLL,Feminino,1,Sim,Nao,26,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Anual,Nao,BoletoImpresso,60.7,1597.4,Nao
185,7133-VBDCG,Feminino,0,Nao,Nao,25,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,79.85,2015.35,Sim
186,9933-QRGTX,Feminino,0,Sim,Nao,60,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,97.2,5611.75,Nao
187,6356-ELRKD,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.6,95.6,Sim
188,2194-IIQOF,Feminino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.3,6388.65,Nao
189,8063-GBATB,Feminino,1,Nao,Nao,27,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.25,2287.25,Sim
190,9611-CTWIH,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,89.45,240.45,Sim
191,3571-DPYUH,Masculino,0,Sim,Sim,58,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Nao,Anual,Sim,CartaoCredito,94.7,5430.35,Nao
192,8519-QJGJD,Feminino,0,Nao,Nao,14,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,75.35,1025.95,Sim
193,5846-NEQVZ,Masculino,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,70.85,4973.4,Nao
194,6022-KOUQO,Feminino,0,Sim,Sim,2,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,29.05,44.75,Nao
195,7205-BAIAD,Feminino,0,Nao,Nao,40,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.6,827.3,Nao
196,9574-BOSMD,Masculino,0,Sim,Sim,68,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.4,1620.2,Nao
197,4884-TVUQF,Feminino,1,Nao,Nao,57,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,101.3,5779.6,Nao
198,6439-GTPCA,Feminino,0,Nao,Nao,45,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,87.25,3941.7,Sim
199,3795-CAWEX,Masculino,0,Sim,Sim,70,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,116.55,8152.3,Nao
200,7821-DPRQE,Masculino,0,Sim,Nao,68,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,107.7,7320.9,Nao
201,4983-CLMLV,Feminino,0,Sim,Nao,52,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,102.7,5138.1,Nao
202,2380-DAMQP,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,115.15,8349.7,Nao
203,7534-BFESC,Masculino,1,Nao,Nao,24,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,76.1,1712.7,Sim
204,6695-FRVEC,Masculino,0,Sim,Sim,67,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,60.4,3953.7,Nao
205,0361-HJRDX,Feminino,0,Nao,Nao,68,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,64.35,4539.6,Nao
206,0354-VXMJC,Masculino,0,Sim,Sim,23,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.6,426.65,Nao
207,6559-ILWKJ,Masculino,0,Sim,Nao,71,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,49.35,3515.25,Sim
208,9895-VFOXH,Feminino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,24.4,24.4,Nao
209,8229-BUJHX,Feminino,0,Sim,Sim,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.5,1500.95,Nao
210,4476-OSWTN,Masculino,1,Sim,Nao,69,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,110.55,7610.1,Nao
211,2995-UPRYS,Feminino,1,Sim,Nao,40,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,99.2,4062.2,Sim
212,9208-OLGAQ,Feminino,1,Nao,Nao,18,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.95,1443.65,Nao
213,4124-MMETB,Masculino,0,Nao,Nao,22,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,94.65,2104.55,Sim
214,8882-TLVRW,Masculino,0,Sim,Sim,69,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,39.1,2779.5,Nao
215,2957-JIRMN,Feminino,1,Nao,Nao,62,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Anual,Nao,BoletoEletronico,84.45,4959.15,Nao
216,3646-ITDGM,Feminino,0,Nao,Nao,56,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.7,1051.9,Nao
217,2673-ZALNP,Feminino,0,Nao,Nao,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.9,173.15,Nao
218,9975-SKRNR,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,18.9,18.9,Nao
219,3724-UCSHY,Masculino,0,Sim,Sim,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.55,122.9,Nao
220,0259-GBZSH,Masculino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,85.65,181.5,Sim
221,7130-CTCUS,Masculino,1,Sim,Nao,16,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,54.55,825.1,Nao
222,8150-QUDFX,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.85,51.6,Nao
223,8218-FFJDS,Feminino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,86.4,6058.95,Nao
224,8259-NFJTV,Feminino,0,Sim,Sim,7,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,34.65,246.6,Nao
225,7909-FIOIY,Feminino,0,Sim,Sim,19,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,24.85,434.8,Nao
226,3317-VLGQT,Feminino,0,Sim,Nao,14,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,78.1,1122.4,Nao
227,2722-VOJQL,Masculino,0,Nao,Nao,64,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,105.65,6903.1,Sim
228,0584-BJQGZ,Feminino,0,Nao,Nao,25,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mensal,Sim,DebitoAutomatico,78.35,1837.9,Nao
229,6732-VAILE,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,85.95,5931.75,Nao
230,1302-TPUBN,Masculino,0,Nao,Nao,66,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.35,1240.8,Nao
231,8380-PEFPE,Masculino,0,Nao,Sim,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.65,71.65,Sim
232,7402-PWYJJ,Feminino,0,Sim,Nao,53,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,91.15,4862.5,Nao
233,4250-FDVOU,Feminino,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,56.25,389.1,Sim
234,9128-CPXKI,Feminino,0,Nao,Nao,59,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,95.8,5655.45,Nao
235,4183-WCSEP,Masculino,0,Nao,Nao,31,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,78.45,2435.15,Sim
236,0404-SWRVG,Masculino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.4,229.55,Sim
237,6227-HWPWX,Feminino,0,Nao,Sim,15,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,69.0,994.8,Sim
238,1899-VXWXM,Masculino,0,Nao,Nao,48,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,106.1,5082.8,Sim
239,8450-JOVAH,Masculino,0,Sim,Sim,2,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,56.7,113.55,Sim
240,4550-VBOFE,Masculino,1,Sim,Nao,70,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,102.95,7101.5,Sim
241,9546-CQJSU,Feminino,0,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.4,193.6,Sim
242,4789-KWMXN,Masculino,0,Sim,Nao,47,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,110.85,5275.8,Sim
243,0835-DUUIQ,Feminino,0,Nao,Sim,24,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,21.05,531.55,Nao
244,1855-AGAWH,Masculino,0,Sim,Nao,31,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,93.8,2939.8,Nao
245,9079-YEXQJ,Feminino,0,Nao,Nao,54,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Nao,BoletoEletronico,111.1,6014.85,Sim
246,3577-AMVUX,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,55.05,55.05,Nao
247,2316-ESMLS,Feminino,0,Sim,Sim,12,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Anual,Nao,CartaoCredito,33.15,444.75,Nao
248,9426-SXNHE,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,18.75,53.15,Nao
249,8550-XSXUQ,Masculino,0,Sim,Nao,48,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,CartaoCredito,70.55,3420.5,Nao
250,0723-DRCLG,Feminino,1,Sim,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.45,74.45,Sim
251,2176-OSJUV,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,65.15,4681.75,Nao
252,0107-WESLM,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,19.85,19.85,Sim
253,8626-XHBIE,Masculino,0,Nao,Sim,56,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.8,1424.2,Nao
254,0188-GWFLE,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,33.7,Nao
255,8166-ZZTFS,Feminino,1,Sim,Nao,66,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,80.55,5265.1,Sim
256,5774-QPLTF,Masculino,0,Sim,Sim,50,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.35,938.95,Nao
257,0929-PECLO,Feminino,1,Nao,Nao,63,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,89.6,5538.8,Nao
258,5696-QURRL,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.05,45.05,Sim
259,8124-NZVGJ,Feminino,0,Nao,Nao,6,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,49.25,255.6,Nao
260,4130-MZLCC,Feminino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,50.55,244.75,Nao
261,4489-SNOJF,Feminino,0,Sim,Sim,35,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,72.25,2568.55,Sim
262,8984-HPEMB,Feminino,0,Nao,Nao,71,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,118.65,8477.6,Nao
263,4615-PIVVU,Feminino,0,Nao,Nao,42,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,66.5,2762.75,Nao
264,6848-HJTXY,Feminino,0,Sim,Nao,64,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.45,1208.6,Nao
265,8757-TFHHJ,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,49.8,49.8,Nao
266,4603-JANFB,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.85,69.85,Sim
267,8565-HBFNN,Masculino,0,Sim,Nao,69,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Sim,CartaoCredito,107.2,7317.1,Nao
268,7422-WNBTY,Masculino,0,Sim,Nao,33,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,93.35,3092.0,Nao
269,4712-UYOOI,Feminino,0,Sim,Sim,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,20.0,417.65,Nao
270,3372-CDXFJ,Masculino,0,Sim,Sim,13,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,24.5,343.6,Nao
271,5353-WILCI,Feminino,0,Nao,Nao,28,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,56.05,1522.65,Nao
272,0988-AADSA,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,80.85,5824.75,Nao
273,8270-RKSAP,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.5,597.9,Nao
274,5954-BDFSG,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,107.5,7853.7,Nao
275,5792-JALQC,Feminino,1,Nao,Nao,52,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,59.85,3103.25,Nao
276,2202-OUTMO,Feminino,0,Sim,Nao,34,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,DebitoAutomatico,60.85,2003.6,Nao
277,9028-LIHRP,Masculino,0,Sim,Sim,71,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,100.2,7209.0,Nao
278,9150-KPBJQ,Feminino,0,Nao,Nao,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.65,116.85,Nao
279,4003-OCTMP,Feminino,0,Sim,Nao,31,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,64.0,1910.75,Nao
280,8775-LHDJH,Feminino,1,Sim,Nao,1,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,90.6,90.6,Sim
281,6770-UAYGJ,Feminino,0,Sim,Sim,49,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.25,1211.65,Nao
282,7596-IIWYC,Feminino,0,Nao,Nao,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.25,538.2,Nao
